"","scen","range","pct","area.pct","Pothole"
"464","Drain2RetiredNT","two",0.92,0.2,"Walnut"
"465","Drain3NT","two",0.96,0.2,"Walnut"
"466","Drain3Retired","two",0.88,0.2,"Walnut"
"467","Drain3RetiredAll","two",0.68,0.2,"Walnut"
"468","Drain3RetiredCT","two",0.92,0.2,"Walnut"
"469","Drain3RetiredNT","two",0.92,0.2,"Walnut"
"470","NoTillRetired","two",0.96,0.2,"Walnut"
"471","PlantDate01","two",0.96,0.2,"Walnut"
"472","PlantDate02","two",0.96,0.2,"Walnut"
"473","PlantDate03","two",0.96,0.2,"Walnut"
"474","PlantDate04","two",0.96,0.2,"Walnut"
"475","RetiredAll","two",0.88,0.2,"Walnut"
"476","RetiredPothole","two",1,0.2,"Walnut"
"477","Base","three",0.92,0.3,"Walnut"
"478","ConTillDrain01","three",0.88,0.3,"Walnut"
"479","ConTillDrain02","three",0.84,0.3,"Walnut"
"480","ConTillDrain03","three",0.84,0.3,"Walnut"
"481","ConTillRetired","three",0.92,0.3,"Walnut"
"482","CoverCrop","three",0.8,0.3,"Walnut"
"483","Drain0","three",0.96,0.3,"Walnut"
"484","Drain01","three",0.92,0.3,"Walnut"
"485","Drain02","three",0.92,0.3,"Walnut"
"486","Drain03","three",0.8,0.3,"Walnut"
"487","Drain0CT","three",0.92,0.3,"Walnut"
"488","Drain0NT","three",0.96,0.3,"Walnut"
"489","Drain1NT","three",0.92,0.3,"Walnut"
"490","Drain1Retired","three",0.88,0.3,"Walnut"
"491","Drain1RetiredAll","three",0.6,0.3,"Walnut"
"492","Drain1RetiredCT","three",0.88,0.3,"Walnut"
"493","Drain1RetiredNT","three",0.84,0.3,"Walnut"
"494","Drain2NT","three",0.8,0.3,"Walnut"
"495","Drain2Retired","three",0.88,0.3,"Walnut"
"496","Drain2RetiredAll","three",0.6,0.3,"Walnut"
"497","Drain2RetiredCT","three",0.84,0.3,"Walnut"
"498","Drain2RetiredNT","three",0.76,0.3,"Walnut"
"499","Drain3NT","three",0.72,0.3,"Walnut"
"500","Drain3Retired","three",0.84,0.3,"Walnut"
"501","Drain3RetiredAll","three",0.48,0.3,"Walnut"
"502","Drain3RetiredCT","three",0.76,0.3,"Walnut"
"503","Drain3RetiredNT","three",0.68,0.3,"Walnut"
"504","NoTillRetired","three",0.92,0.3,"Walnut"
"505","PlantDate01","three",0.92,0.3,"Walnut"
"506","PlantDate02","three",0.88,0.3,"Walnut"
"507","PlantDate03","three",0.84,0.3,"Walnut"
"508","PlantDate04","three",0.84,0.3,"Walnut"
"509","RetiredAll","three",0.76,0.3,"Walnut"
"510","RetiredPothole","three",0.92,0.3,"Walnut"
"511","Base","four",0.72,0.4,"Walnut"
"512","ConTillDrain01","four",0.72,0.4,"Walnut"
"513","ConTillDrain02","four",0.72,0.4,"Walnut"
"514","ConTillDrain03","four",0.64,0.4,"Walnut"
"515","ConTillRetired","four",0.72,0.4,"Walnut"
"516","CoverCrop","four",0.72,0.4,"Walnut"
"517","Drain0","four",0.8,0.4,"Walnut"
"518","Drain01","four",0.8,0.4,"Walnut"
"519","Drain02","four",0.72,0.4,"Walnut"
"520","Drain03","four",0.72,0.4,"Walnut"
"521","Drain0CT","four",0.84,0.4,"Walnut"
"522","Drain0NT","four",0.76,0.4,"Walnut"
"523","Drain1NT","four",0.68,0.4,"Walnut"
"524","Drain1Retired","four",0.76,0.4,"Walnut"
"525","Drain1RetiredAll","four",0.4,0.4,"Walnut"
"526","Drain1RetiredCT","four",0.68,0.4,"Walnut"
"527","Drain1RetiredNT","four",0.6,0.4,"Walnut"
"528","Drain2NT","four",0.6,0.4,"Walnut"
"529","Drain2Retired","four",0.72,0.4,"Walnut"
"530","Drain2RetiredAll","four",0.36,0.4,"Walnut"
"531","Drain2RetiredCT","four",0.68,0.4,"Walnut"
"532","Drain2RetiredNT","four",0.56,0.4,"Walnut"
"533","Drain3NT","four",0.56,0.4,"Walnut"
"534","Drain3Retired","four",0.6,0.4,"Walnut"
"535","Drain3RetiredAll","four",0.28,0.4,"Walnut"
"536","Drain3RetiredCT","four",0.6,0.4,"Walnut"
"537","Drain3RetiredNT","four",0.52,0.4,"Walnut"
"538","NoTillRetired","four",0.68,0.4,"Walnut"
"539","PlantDate01","four",0.8,0.4,"Walnut"
"540","PlantDate02","four",0.72,0.4,"Walnut"
"541","PlantDate03","four",0.76,0.4,"Walnut"
"542","PlantDate04","four",0.76,0.4,"Walnut"
"543","RetiredAll","four",0.48,0.4,"Walnut"
"544","RetiredPothole","four",0.8,0.4,"Walnut"
"545","Base","five",0.56,0.5,"Walnut"
"546","ConTillDrain01","five",0.6,0.5,"Walnut"
"547","ConTillDrain02","five",0.44,0.5,"Walnut"
"548","ConTillDrain03","five",0.44,0.5,"Walnut"
"549","ConTillRetired","five",0.48,0.5,"Walnut"
"550","CoverCrop","five",0.44,0.5,"Walnut"
"551","Drain0","five",0.68,0.5,"Walnut"
"552","Drain01","five",0.6,0.5,"Walnut"
"553","Drain02","five",0.56,0.5,"Walnut"
"554","Drain03","five",0.48,0.5,"Walnut"
"555","Drain0CT","five",0.64,0.5,"Walnut"
"556","Drain0NT","five",0.56,0.5,"Walnut"
"557","Drain1NT","five",0.56,0.5,"Walnut"
"558","Drain1Retired","five",0.56,0.5,"Walnut"
"559","Drain1RetiredAll","five",0.24,0.5,"Walnut"
"560","Drain1RetiredCT","five",0.44,0.5,"Walnut"
"561","Drain1RetiredNT","five",0.44,0.5,"Walnut"
"562","Drain2NT","five",0.48,0.5,"Walnut"
"563","Drain2Retired","five",0.44,0.5,"Walnut"
"564","Drain2RetiredAll","five",0.24,0.5,"Walnut"
"565","Drain2RetiredCT","five",0.44,0.5,"Walnut"
"566","Drain2RetiredNT","five",0.4,0.5,"Walnut"
"567","Drain3NT","five",0.36,0.5,"Walnut"
"568","Drain3Retired","five",0.36,0.5,"Walnut"
"569","Drain3RetiredAll","five",0.24,0.5,"Walnut"
"570","Drain3RetiredCT","five",0.4,0.5,"Walnut"
"571","Drain3RetiredNT","five",0.36,0.5,"Walnut"
"572","NoTillRetired","five",0.48,0.5,"Walnut"
"573","PlantDate01","five",0.56,0.5,"Walnut"
"574","PlantDate02","five",0.56,0.5,"Walnut"
"575","PlantDate03","five",0.56,0.5,"Walnut"
"576","PlantDate04","five",0.56,0.5,"Walnut"
"577","RetiredAll","five",0.36,0.5,"Walnut"
"578","RetiredPothole","five",0.56,0.5,"Walnut"
"579","Base","six",0.36,0.6,"Walnut"
"580","ConTillDrain01","six",0.4,0.6,"Walnut"
"581","ConTillDrain02","six",0.28,0.6,"Walnut"
"582","ConTillDrain03","six",0.24,0.6,"Walnut"
"583","ConTillRetired","six",0.36,0.6,"Walnut"
"584","CoverCrop","six",0.28,0.6,"Walnut"
"585","Drain0","six",0.44,0.6,"Walnut"
"586","Drain01","six",0.4,0.6,"Walnut"
"587","Drain02","six",0.36,0.6,"Walnut"
"588","Drain03","six",0.28,0.6,"Walnut"
"589","Drain0CT","six",0.4,0.6,"Walnut"
"590","Drain0NT","six",0.36,0.6,"Walnut"
"591","Drain1NT","six",0.32,0.6,"Walnut"
"592","Drain1Retired","six",0.32,0.6,"Walnut"
"593","Drain1RetiredAll","six",0.24,0.6,"Walnut"
"594","Drain1RetiredCT","six",0.32,0.6,"Walnut"
"595","Drain1RetiredNT","six",0.28,0.6,"Walnut"
"596","Drain2NT","six",0.32,0.6,"Walnut"
"597","Drain2Retired","six",0.28,0.6,"Walnut"
"598","Drain2RetiredAll","six",0.2,0.6,"Walnut"
"599","Drain2RetiredCT","six",0.24,0.6,"Walnut"
"600","Drain2RetiredNT","six",0.24,0.6,"Walnut"
"601","Drain3NT","six",0.24,0.6,"Walnut"
"602","Drain3Retired","six",0.2,0.6,"Walnut"
"603","Drain3RetiredAll","six",0.16,0.6,"Walnut"
"604","Drain3RetiredCT","six",0.2,0.6,"Walnut"
"605","Drain3RetiredNT","six",0.24,0.6,"Walnut"
"606","NoTillRetired","six",0.32,0.6,"Walnut"
"607","PlantDate01","six",0.36,0.6,"Walnut"
"608","PlantDate02","six",0.32,0.6,"Walnut"
"609","PlantDate03","six",0.28,0.6,"Walnut"
"610","PlantDate04","six",0.32,0.6,"Walnut"
"611","RetiredAll","six",0.24,0.6,"Walnut"
"612","RetiredPothole","six",0.32,0.6,"Walnut"
"613","Base","seven",0.16,0.7,"Walnut"
"614","ConTillDrain01","seven",0.16,0.7,"Walnut"
"615","ConTillDrain02","seven",0.16,0.7,"Walnut"
"616","ConTillDrain03","seven",0.16,0.7,"Walnut"
"617","ConTillRetired","seven",0.24,0.7,"Walnut"
"618","CoverCrop","seven",0.16,0.7,"Walnut"
"619","Drain0","seven",0.24,0.7,"Walnut"
"620","Drain01","seven",0.16,0.7,"Walnut"
"621","Drain02","seven",0.16,0.7,"Walnut"
"622","Drain03","seven",0.16,0.7,"Walnut"
"623","Drain0CT","seven",0.28,0.7,"Walnut"
"624","Drain0NT","seven",0.24,0.7,"Walnut"
"625","Drain1NT","seven",0.24,0.7,"Walnut"
"626","Drain1Retired","seven",0.16,0.7,"Walnut"
"627","Drain1RetiredAll","seven",0.08,0.7,"Walnut"
"628","Drain1RetiredCT","seven",0.2,0.7,"Walnut"
"629","Drain1RetiredNT","seven",0.2,0.7,"Walnut"
"630","Drain2NT","seven",0.2,0.7,"Walnut"
"631","Drain2Retired","seven",0.16,0.7,"Walnut"
"632","Drain2RetiredAll","seven",0.08,0.7,"Walnut"
"633","Drain2RetiredCT","seven",0.16,0.7,"Walnut"
"634","Drain2RetiredNT","seven",0.2,0.7,"Walnut"
"635","Drain3NT","seven",0.16,0.7,"Walnut"
"636","Drain3Retired","seven",0.16,0.7,"Walnut"
"637","Drain3RetiredAll","seven",0.08,0.7,"Walnut"
"638","Drain3RetiredCT","seven",0.16,0.7,"Walnut"
"639","Drain3RetiredNT","seven",0.2,0.7,"Walnut"
"640","NoTillRetired","seven",0.2,0.7,"Walnut"
"641","PlantDate01","seven",0.16,0.7,"Walnut"
"642","PlantDate02","seven",0.16,0.7,"Walnut"
"643","PlantDate03","seven",0.16,0.7,"Walnut"
"644","PlantDate04","seven",0.16,0.7,"Walnut"
"645","RetiredAll","seven",0.16,0.7,"Walnut"
"646","RetiredPothole","seven",0.28,0.7,"Walnut"
"647","Base","eight",0.12,0.8,"Walnut"
"648","ConTillDrain01","eight",0.12,0.8,"Walnut"
"649","ConTillDrain02","eight",0.12,0.8,"Walnut"
"650","ConTillDrain03","eight",0.08,0.8,"Walnut"
"651","ConTillRetired","eight",0.16,0.8,"Walnut"
"652","CoverCrop","eight",0.12,0.8,"Walnut"
"653","Drain0","eight",0.2,0.8,"Walnut"
"654","Drain01","eight",0.12,0.8,"Walnut"
"655","Drain02","eight",0.12,0.8,"Walnut"
"656","Drain03","eight",0.12,0.8,"Walnut"
"657","Drain0CT","eight",0.16,0.8,"Walnut"
"658","Drain0NT","eight",0.12,0.8,"Walnut"
"659","Drain1NT","eight",0.08,0.8,"Walnut"
"660","Drain1Retired","eight",0.12,0.8,"Walnut"
"661","Drain1RetiredAll","eight",0.04,0.8,"Walnut"
"662","Drain1RetiredCT","eight",0.12,0.8,"Walnut"
"663","Drain1RetiredNT","eight",0.08,0.8,"Walnut"
"664","Drain2NT","eight",0.08,0.8,"Walnut"
"665","Drain2Retired","eight",0.12,0.8,"Walnut"
"666","Drain2RetiredAll","eight",0.04,0.8,"Walnut"
"667","Drain2RetiredCT","eight",0.08,0.8,"Walnut"
"668","Drain2RetiredNT","eight",0.08,0.8,"Walnut"
"669","Drain3NT","eight",0.08,0.8,"Walnut"
"670","Drain3Retired","eight",0.12,0.8,"Walnut"
"671","Drain3RetiredAll","eight",0.04,0.8,"Walnut"
"672","Drain3RetiredCT","eight",0.08,0.8,"Walnut"
"673","Drain3RetiredNT","eight",0.04,0.8,"Walnut"
"674","NoTillRetired","eight",0.12,0.8,"Walnut"
"675","PlantDate01","eight",0.12,0.8,"Walnut"
"676","PlantDate02","eight",0.12,0.8,"Walnut"
"677","PlantDate03","eight",0.12,0.8,"Walnut"
"678","PlantDate04","eight",0.12,0.8,"Walnut"
"679","RetiredAll","eight",0.04,0.8,"Walnut"
"680","RetiredPothole","eight",0.2,0.8,"Walnut"
"681","Base","nine",0.04,0.9,"Walnut"
"682","ConTillDrain01","nine",0.04,0.9,"Walnut"
"683","ConTillDrain02","nine",0.04,0.9,"Walnut"
"684","ConTillDrain03","nine",0.04,0.9,"Walnut"
"685","ConTillRetired","nine",0.12,0.9,"Walnut"
"686","CoverCrop","nine",0.04,0.9,"Walnut"
"687","Drain0","nine",0.12,0.9,"Walnut"
"688","Drain01","nine",0.04,0.9,"Walnut"
"689","Drain02","nine",0.04,0.9,"Walnut"
"690","Drain03","nine",0.04,0.9,"Walnut"
"691","Drain0CT","nine",0.08,0.9,"Walnut"
"692","Drain0NT","nine",0.04,0.9,"Walnut"
"693","Drain1NT","nine",0.04,0.9,"Walnut"
"694","Drain1Retired","nine",0.04,0.9,"Walnut"
"695","Drain1RetiredAll","nine",0.04,0.9,"Walnut"
"696","Drain1RetiredCT","nine",0.04,0.9,"Walnut"
"697","Drain1RetiredNT","nine",0.04,0.9,"Walnut"
"698","Drain2NT","nine",0.04,0.9,"Walnut"
"699","Drain2Retired","nine",0.04,0.9,"Walnut"
"700","Drain2RetiredAll","nine",0.04,0.9,"Walnut"
"701","Drain2RetiredCT","nine",0.04,0.9,"Walnut"
"702","Drain2RetiredNT","nine",0.04,0.9,"Walnut"
"703","Drain3NT","nine",0.04,0.9,"Walnut"
"704","Drain3Retired","nine",0.04,0.9,"Walnut"
"705","Drain3RetiredAll","nine",0.04,0.9,"Walnut"
"706","Drain3RetiredCT","nine",0.04,0.9,"Walnut"
"707","Drain3RetiredNT","nine",0.04,0.9,"Walnut"
"708","NoTillRetired","nine",0.04,0.9,"Walnut"
"709","PlantDate01","nine",0.04,0.9,"Walnut"
"710","PlantDate02","nine",0.04,0.9,"Walnut"
"711","PlantDate03","nine",0.04,0.9,"Walnut"
"712","PlantDate04","nine",0.04,0.9,"Walnut"
"713","RetiredAll","nine",0.04,0.9,"Walnut"
"714","RetiredPothole","nine",0.12,0.9,"Walnut"
"715","Base","ten",0.04,1,"Walnut"
"716","ConTillDrain01","ten",0.04,1,"Walnut"
"717","ConTillDrain02","ten",0.04,1,"Walnut"
"718","ConTillDrain03","ten",0.04,1,"Walnut"
"719","ConTillRetired","ten",0.04,1,"Walnut"
"720","CoverCrop","ten",0.04,1,"Walnut"
"721","Drain0","ten",0.08,1,"Walnut"
"722","Drain01","ten",0.04,1,"Walnut"
"723","Drain02","ten",0.04,1,"Walnut"
"724","Drain03","ten",0.04,1,"Walnut"
"725","Drain0CT","ten",0.04,1,"Walnut"
"726","Drain0NT","ten",0.04,1,"Walnut"
"727","Drain1NT","ten",0.04,1,"Walnut"
"728","Drain1Retired","ten",0.04,1,"Walnut"
"729","Drain1RetiredAll","ten",0,1,"Walnut"
"730","Drain1RetiredCT","ten",0.04,1,"Walnut"
"731","Drain1RetiredNT","ten",0.04,1,"Walnut"
"732","Drain2NT","ten",0.04,1,"Walnut"
"733","Drain2Retired","ten",0.04,1,"Walnut"
"734","Drain2RetiredAll","ten",0,1,"Walnut"
"735","Drain2RetiredCT","ten",0.04,1,"Walnut"
"736","Drain2RetiredNT","ten",0.04,1,"Walnut"
"737","Drain3NT","ten",0.04,1,"Walnut"
"738","Drain3Retired","ten",0.04,1,"Walnut"
"739","Drain3RetiredAll","ten",0,1,"Walnut"
"740","Drain3RetiredCT","ten",0.04,1,"Walnut"
"741","Drain3RetiredNT","ten",0.04,1,"Walnut"
"742","NoTillRetired","ten",0.04,1,"Walnut"
"743","PlantDate01","ten",0.04,1,"Walnut"
"744","PlantDate02","ten",0.04,1,"Walnut"
"745","PlantDate03","ten",0.04,1,"Walnut"
"746","PlantDate04","ten",0.04,1,"Walnut"
"747","RetiredAll","ten",0.04,1,"Walnut"
"748","RetiredPothole","ten",0.04,1,"Walnut"
"749","Base","zero",1,0,"Lettuce"
"750","ConTillDrain01","zero",1,0,"Lettuce"
"751","ConTillDrain02","zero",1,0,"Lettuce"
"752","ConTillDrain03","zero",1,0,"Lettuce"
"753","ConTillRetired","zero",1,0,"Lettuce"
"754","CoverCrop","zero",1,0,"Lettuce"
"755","Drain0","zero",1,0,"Lettuce"
"756","Drain01","zero",1,0,"Lettuce"
"757","Drain02","zero",1,0,"Lettuce"
"758","Drain03","zero",1,0,"Lettuce"
"759","Drain0CT","zero",1,0,"Lettuce"
"760","Drain0NT","zero",1,0,"Lettuce"
"761","Drain1NT","zero",1,0,"Lettuce"
"762","Drain1Retired","zero",1,0,"Lettuce"
"763","Drain1RetiredAll","zero",1,0,"Lettuce"
"764","Drain1RetiredCT","zero",1,0,"Lettuce"
"765","Drain1RetiredNT","zero",1,0,"Lettuce"
"766","Drain2NT","zero",1,0,"Lettuce"
"767","Drain2Retired","zero",1,0,"Lettuce"
"768","Drain2RetiredAll","zero",1,0,"Lettuce"
"769","Drain2RetiredCT","zero",1,0,"Lettuce"
"770","Drain2RetiredNT","zero",1,0,"Lettuce"
"771","Drain3NT","zero",1,0,"Lettuce"
"772","Drain3Retired","zero",1,0,"Lettuce"
"773","Drain3RetiredAll","zero",1,0,"Lettuce"
"774","Drain3RetiredCT","zero",1,0,"Lettuce"
"775","Drain3RetiredNT","zero",1,0,"Lettuce"
"776","NoTillRetired","zero",1,0,"Lettuce"
"777","PlantDate01","zero",1,0,"Lettuce"
"778","PlantDate02","zero",1,0,"Lettuce"
"779","PlantDate03","zero",1,0,"Lettuce"
"780","PlantDate04","zero",1,0,"Lettuce"
"781","RetiredAll","zero",1,0,"Lettuce"
"782","RetiredPothole","zero",1,0,"Lettuce"
"783","Base","one",1,0.1,"Lettuce"
"784","ConTillDrain01","one",1,0.1,"Lettuce"
"785","ConTillDrain02","one",1,0.1,"Lettuce"
"786","ConTillDrain03","one",1,0.1,"Lettuce"
"787","ConTillRetired","one",1,0.1,"Lettuce"
"788","CoverCrop","one",1,0.1,"Lettuce"
"789","Drain0","one",1,0.1,"Lettuce"
"790","Drain01","one",1,0.1,"Lettuce"
"791","Drain02","one",1,0.1,"Lettuce"
"792","Drain03","one",1,0.1,"Lettuce"
"793","Drain0CT","one",1,0.1,"Lettuce"
"794","Drain0NT","one",1,0.1,"Lettuce"
"795","Drain1NT","one",1,0.1,"Lettuce"
"796","Drain1Retired","one",1,0.1,"Lettuce"
"797","Drain1RetiredAll","one",0.88,0.1,"Lettuce"
"798","Drain1RetiredCT","one",1,0.1,"Lettuce"
"799","Drain1RetiredNT","one",1,0.1,"Lettuce"
"800","Drain2NT","one",1,0.1,"Lettuce"
"801","Drain2Retired","one",1,0.1,"Lettuce"
"802","Drain2RetiredAll","one",0.88,0.1,"Lettuce"
"803","Drain2RetiredCT","one",1,0.1,"Lettuce"
"804","Drain2RetiredNT","one",1,0.1,"Lettuce"
"805","Drain3NT","one",1,0.1,"Lettuce"
"806","Drain3Retired","one",1,0.1,"Lettuce"
"807","Drain3RetiredAll","one",0.8,0.1,"Lettuce"
"808","Drain3RetiredCT","one",1,0.1,"Lettuce"
"809","Drain3RetiredNT","one",1,0.1,"Lettuce"
"810","NoTillRetired","one",1,0.1,"Lettuce"
"811","PlantDate01","one",1,0.1,"Lettuce"
"812","PlantDate02","one",1,0.1,"Lettuce"
"813","PlantDate03","one",1,0.1,"Lettuce"
"814","PlantDate04","one",1,0.1,"Lettuce"
"815","RetiredAll","one",0.96,0.1,"Lettuce"
"816","RetiredPothole","one",1,0.1,"Lettuce"
"817","Base","two",1,0.2,"Lettuce"
"818","ConTillDrain01","two",1,0.2,"Lettuce"
"819","ConTillDrain02","two",1,0.2,"Lettuce"
"820","ConTillDrain03","two",1,0.2,"Lettuce"
"821","ConTillRetired","two",1,0.2,"Lettuce"
"822","CoverCrop","two",0.96,0.2,"Lettuce"
"823","Drain0","two",1,0.2,"Lettuce"
"824","Drain01","two",1,0.2,"Lettuce"
"825","Drain02","two",1,0.2,"Lettuce"
"826","Drain03","two",0.96,0.2,"Lettuce"
"827","Drain0CT","two",1,0.2,"Lettuce"
"828","Drain0NT","two",1,0.2,"Lettuce"
"829","Drain1NT","two",1,0.2,"Lettuce"
"830","Drain1Retired","two",1,0.2,"Lettuce"
"831","Drain1RetiredAll","two",0.88,0.2,"Lettuce"
"832","Drain1RetiredCT","two",1,0.2,"Lettuce"
"833","Drain1RetiredNT","two",1,0.2,"Lettuce"
"834","Drain2NT","two",1,0.2,"Lettuce"
"835","Drain2Retired","two",1,0.2,"Lettuce"
"836","Drain2RetiredAll","two",0.8,0.2,"Lettuce"
"837","Drain2RetiredCT","two",1,0.2,"Lettuce"
"838","Drain2RetiredNT","two",1,0.2,"Lettuce"
"839","Drain3NT","two",1,0.2,"Lettuce"
"840","Drain3Retired","two",0.96,0.2,"Lettuce"
"841","Drain3RetiredAll","two",0.8,0.2,"Lettuce"
"842","Drain3RetiredCT","two",1,0.2,"Lettuce"
"843","Drain3RetiredNT","two",0.96,0.2,"Lettuce"
"844","NoTillRetired","two",1,0.2,"Lettuce"
"845","PlantDate01","two",1,0.2,"Lettuce"
"846","PlantDate02","two",1,0.2,"Lettuce"
"847","PlantDate03","two",1,0.2,"Lettuce"
"848","PlantDate04","two",1,0.2,"Lettuce"
"849","RetiredAll","two",0.92,0.2,"Lettuce"
"850","RetiredPothole","two",1,0.2,"Lettuce"
"851","Base","three",1,0.3,"Lettuce"
"852","ConTillDrain01","three",1,0.3,"Lettuce"
"853","ConTillDrain02","three",1,0.3,"Lettuce"
"854","ConTillDrain03","three",0.92,0.3,"Lettuce"
"855","ConTillRetired","three",1,0.3,"Lettuce"
"856","CoverCrop","three",0.92,0.3,"Lettuce"
"857","Drain0","three",1,0.3,"Lettuce"
"858","Drain01","three",1,0.3,"Lettuce"
"859","Drain02","three",0.96,0.3,"Lettuce"
"860","Drain03","three",0.96,0.3,"Lettuce"
"861","Drain0CT","three",1,0.3,"Lettuce"
"862","Drain0NT","three",1,0.3,"Lettuce"
"863","Drain1NT","three",1,0.3,"Lettuce"
"864","Drain1Retired","three",0.96,0.3,"Lettuce"
"865","Drain1RetiredAll","three",0.8,0.3,"Lettuce"
"866","Drain1RetiredCT","three",1,0.3,"Lettuce"
"867","Drain1RetiredNT","three",0.96,0.3,"Lettuce"
"868","Drain2NT","three",0.96,0.3,"Lettuce"
"869","Drain2Retired","three",0.96,0.3,"Lettuce"
"870","Drain2RetiredAll","three",0.68,0.3,"Lettuce"
"871","Drain2RetiredCT","three",0.92,0.3,"Lettuce"
"872","Drain2RetiredNT","three",0.96,0.3,"Lettuce"
"873","Drain3NT","three",0.92,0.3,"Lettuce"
"874","Drain3Retired","three",0.92,0.3,"Lettuce"
"875","Drain3RetiredAll","three",0.56,0.3,"Lettuce"
"876","Drain3RetiredCT","three",0.92,0.3,"Lettuce"
"877","Drain3RetiredNT","three",0.92,0.3,"Lettuce"
"878","NoTillRetired","three",1,0.3,"Lettuce"
"879","PlantDate01","three",1,0.3,"Lettuce"
"880","PlantDate02","three",1,0.3,"Lettuce"
"881","PlantDate03","three",1,0.3,"Lettuce"
"882","PlantDate04","three",0.96,0.3,"Lettuce"
"883","RetiredAll","three",0.84,0.3,"Lettuce"
"884","RetiredPothole","three",1,0.3,"Lettuce"
"885","Base","four",0.96,0.4,"Lettuce"
"886","ConTillDrain01","four",0.92,0.4,"Lettuce"
"887","ConTillDrain02","four",0.92,0.4,"Lettuce"
"888","ConTillDrain03","four",0.88,0.4,"Lettuce"
"889","ConTillRetired","four",0.92,0.4,"Lettuce"
"890","CoverCrop","four",0.88,0.4,"Lettuce"
"891","Drain0","four",0.96,0.4,"Lettuce"
"892","Drain01","four",0.96,0.4,"Lettuce"
"893","Drain02","four",0.92,0.4,"Lettuce"
"894","Drain03","four",0.92,0.4,"Lettuce"
"895","Drain0CT","four",1,0.4,"Lettuce"
"896","Drain0NT","four",0.96,0.4,"Lettuce"
"897","Drain1NT","four",0.92,0.4,"Lettuce"
"898","Drain1Retired","four",0.92,0.4,"Lettuce"
"899","Drain1RetiredAll","four",0.56,0.4,"Lettuce"
"900","Drain1RetiredCT","four",0.92,0.4,"Lettuce"
"901","Drain1RetiredNT","four",0.92,0.4,"Lettuce"
"902","Drain2NT","four",0.92,0.4,"Lettuce"
"903","Drain2Retired","four",0.92,0.4,"Lettuce"
"904","Drain2RetiredAll","four",0.52,0.4,"Lettuce"
"905","Drain2RetiredCT","four",0.88,0.4,"Lettuce"
"906","Drain2RetiredNT","four",0.88,0.4,"Lettuce"
"907","Drain3NT","four",0.88,0.4,"Lettuce"
"908","Drain3Retired","four",0.88,0.4,"Lettuce"
"909","Drain3RetiredAll","four",0.44,0.4,"Lettuce"
